state,destination,latitude,longitude,interest,region,type,activities,budget_category,best_season,rating,popularity_score,description,score
gujarat,BAPS Shri Swaminarayan Mandir,22.3117697,73.1887449,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.5,73.0,"BAPS Shri Swaminarayan Mandir is a religious destination in gujarat known for temple,spiritual,peace. It is ideal for spiritual seekers",2.36
gujarat,Mandvi Gate,22.3001,73.2106,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",low,winter,4.4,62.0,"Mandvi Gate is a heritage destination in gujarat known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.12
gujarat,Laxmi Vilas Palace,22.300138,73.2106478,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",high,winter,4.4,74.0,"Laxmi Vilas Palace is a heritage destination in gujarat known for culture,forts,shopping,history. It is ideal for history and culture lovers",4.359999999999999
gujarat,Somnath Beach,22.2935993,73.1919074,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.5,86.0,"Somnath Beach is a religious destination in gujarat known for temple,spiritual,peace. It is ideal for spiritual seekers",2.62
gujarat,Somnath Temple,20.8841837,70.405855,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.8,89.0,"Somnath Temple is a religious destination in gujarat known for temple,spiritual,peace. It is ideal for spiritual seekers",2.74
gujarat,Adalaj Stepwell,20.8879899,70.4012569,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",low,winter,4.5,85.0,"Adalaj Stepwell is a heritage destination in gujarat known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.6
gujarat,Sarita Udyan,23.1667825,72.580464,sightseeing & exploration,West,city,"exploration,local experience",low,All,4.4,69.0,"Sarita Udyan is a city destination in gujarat known for exploration,local experience. It is ideal for explorers and tourists",2.2600000000000002
gujarat,Swaminarayan Akshardham,23.2031524,72.6589384,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.6,53.0,"Swaminarayan Akshardham is a religious destination in gujarat known for temple,spiritual,peace. It is ideal for spiritual seekers",1.98
gujarat,Dandi Kutir,28.6126735,77.2772619,"arts, science & literature attractions",West,city,"exploration,local experience",low,All,4.5,62.0,"Dandi Kutir is a city destination in gujarat known for exploration,local experience. It is ideal for explorers and tourists",2.14
gujarat,Sabarmati Riverfront,23.2328758,72.6311938,sightseeing & exploration,West,city,"exploration,local experience",low,All,4.6,54.0,"Sabarmati Riverfront is a city destination in gujarat known for exploration,local experience. It is ideal for explorers and tourists",2.0
gujarat,Manek Chowk,23.0234539,72.5766408,shopping & markets,West,city,"exploration,local experience",low,All,4.4,82.0,"Manek Chowk is a city destination in gujarat known for exploration,local experience. It is ideal for explorers and tourists",2.5200000000000005
gujarat,Kankaria Lake,23.0231887,72.5879093,natural landscapes & wildlife,West,wildlife,"safari,photography,nature",low,winter,4.5,86.0,"Kankaria Lake is a wildlife destination in gujarat known for safari,photography,nature. It is ideal for history and cultural lover",2.62
gujarat,Science City,23.0062573,72.6025503,"arts, science & literature attractions",West,city,"exploration,local experience",luxury,All,4.4,75.0,"Science City is a city destination in gujarat known for exploration,local experience. It is ideal for explorers and tourists",2.38
rajasthan,Birla Mandir,23.0714235,72.5167854,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.6,71.0,"Birla Mandir is a religious destination in rajasthan known for temple,spiritual,peace. It is ideal for spiritual seekers",2.34
rajasthan,Shree Khole Ki Hanuman Mandir,26.907524,75.739639,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.8,77.0,"Shree Khole Ki Hanuman Mandir is a religious destination in rajasthan known for temple,spiritual,peace. It is ideal for spiritual seekers",2.5
rajasthan,Cental Park,26.9049,75.8087,natural landscapes & wildlife,West,wildlife,"safari,photography,nature",low,winter,4.6,92.0,"Cental Park is a wildlife destination in rajasthan known for safari,photography,nature. It is ideal for history and cultural lover",2.76
rajasthan,Moti Dungri Ganesh Ji Temple,26.8947,75.8167,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.8,52.0,"Moti Dungri Ganesh Ji Temple is a religious destination in rajasthan known for temple,spiritual,peace. It is ideal for spiritual seekers",2.0
rajasthan,Jantar Mantar,26.8946582,75.8167154,"arts, science & literature attractions",West,city,"exploration,local experience",low,All,4.5,51.0,"Jantar Mantar is a city destination in rajasthan known for exploration,local experience. It is ideal for explorers and tourists",1.92
rajasthan,Amber Palace,28.6270547,77.2166267,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",low,winter,4.6,80.0,"Amber Palace is a heritage destination in rajasthan known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.52
rajasthan,Hawa Mahal,26.9854865,75.8513454,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",medium,winter,4.4,93.0,"Hawa Mahal is a heritage destination in rajasthan known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.74
rajasthan,Lake Pichola,26.9240458,75.8267144,natural landscapes & wildlife,West,wildlife,"safari,photography,nature",low,winter,4.7,62.0,"Lake Pichola is a wildlife destination in rajasthan known for safari,photography,nature. It is ideal for history and cultural lover",2.18
rajasthan,Jagdish Temple,24.572,73.679,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.7,78.0,"Jagdish Temple is a religious destination in rajasthan known for temple,spiritual,peace. It is ideal for spiritual seekers",2.5
rajasthan,Ambrai Ghat,24.5796536,73.6836153,sightseeing & exploration,West,city,"exploration,local experience",low,All,4.7,54.0,"Ambrai Ghat is a city destination in rajasthan known for exploration,local experience. It is ideal for explorers and tourists",2.02
rajasthan,Saheliyon ki Bari,24.5775547,73.6799021,natural landscapes & wildlife,West,wildlife,"safari,photography,nature",medium,winter,4.4,87.0,"Saheliyon ki Bari is a wildlife destination in rajasthan known for safari,photography,nature. It is ideal for history and cultural lover",2.62
rajasthan,Sajjangarh Monsoon Palace,24.6030064,73.6854901,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",medium,winter,4.4,57.0,"Sajjangarh Monsoon Palace is a heritage destination in rajasthan known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.0200000000000005
rajasthan,Bagore ki Haveli,24.5931853,73.6396056,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",low,winter,4.5,81.0,"Bagore ki Haveli is a heritage destination in rajasthan known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.52
rajasthan,Karni Mata Temple,24.5800483,73.6822576,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.0,59.0,"Karni Mata Temple is a religious destination in rajasthan known for temple,spiritual,peace. It is ideal for spiritual seekers",1.98
rajasthan,City Palace,27.7909349,73.3408256,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",high,winter,4.4,65.0,"City Palace is a heritage destination in rajasthan known for culture,forts,shopping,history. It is ideal for history and culture lovers",4.18
rajasthan,Patwa Haweli,26.9164,70.9143,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",low,winter,4.3,86.0,"Patwa Haweli is a heritage destination in rajasthan known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.58
rajasthan,Longewala War memorial,26.911661,70.922928,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",medium,winter,4.8,91.0,"Longewala War memorial is a heritage destination in rajasthan known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.7800000000000002
rajasthan,Gadisar Lake,27.5229395,70.1564799,"natural landscapes & wildlife, sightseeing & exploration",West,wildlife,"safari,photography,nature",low,winter,4.4,84.0,"Gadisar Lake is a wildlife destination in rajasthan known for safari,photography,nature. It is ideal for history and cultural lover",2.56
rajasthan,Jaisalmer Fort,26.9085788,70.9231001,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",medium,winter,4.4,53.0,"Jaisalmer Fort is a heritage destination in rajasthan known for culture,forts,shopping,history. It is ideal for history and culture lovers",1.9400000000000002
rajasthan,Trinetra Ganesh Temple,26.9124555,70.9126093,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.7,72.0,"Trinetra Ganesh Temple is a religious destination in rajasthan known for temple,spiritual,peace. It is ideal for spiritual seekers",2.38
rajasthan,Ranthambore Fort,26.0174913,76.4532362,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",low,winter,4.5,65.0,"Ranthambore Fort is a heritage destination in rajasthan known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.2
rajasthan,Ranthambore National Park,26.0207552,76.4549695,"natural landscapes & wildlife, sightseeing & exploration",West,wildlife,"safari,photography,nature",luxury,winter,4.6,81.0,"Ranthambore National Park is a wildlife destination in rajasthan known for safari,photography,nature. It is ideal for history and cultural lover",2.54
rajasthan,Adhai Din ka Jhopra,25.9775867,76.5532869,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",medium,winter,4.4,58.0,"Adhai Din ka Jhopra is a heritage destination in rajasthan known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.04
rajasthan,Anasagar Lake,26.455216,74.6251458,"natural landscapes & wildlife, sightseeing & exploration",West,wildlife,"safari,photography,nature",low,winter,4.5,60.0,"Anasagar Lake is a wildlife destination in rajasthan known for safari,photography,nature. It is ideal for history and cultural lover",2.1
rajasthan,Khwaja Gharib Nawaz Dargah ,26.4745925,74.6195474,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.6,91.0,"Khwaja Gharib Nawaz Dargah  is a religious destination in rajasthan known for temple,spiritual,peace. It is ideal for spiritual seekers",2.74
rajasthan,Jaswant Thada,21.0105397,75.5520299,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",low,winter,4.4,77.0,"Jaswant Thada is a heritage destination in rajasthan known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.42
rajasthan,Umaid Bhawan Palace,26.3040998,73.0253613,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",medium,winter,4.5,56.0,"Umaid Bhawan Palace is a heritage destination in rajasthan known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.02
rajasthan,Mehrangarh Fort,26.2810298,73.0473022,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",medium,winter,4.6,71.0,"Mehrangarh Fort is a heritage destination in rajasthan known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.34
rajasthan,Nakki Lake,26.2978267,73.0180132,"natural landscapes & wildlife, sightseeing & exploration",West,wildlife,"safari,photography,nature",low,winter,4.4,53.0,"Nakki Lake is a wildlife destination in rajasthan known for safari,photography,nature. It is ideal for history and cultural lover",1.9400000000000002
